leaves,x0,x1,x2,x3,x4,x5,x6,x7,bottom_permutation,top_permutation,permutation,orbits
19,1,0,0,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 15)(1 3)(2 19)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16),"[[15, 18, 4, 1, 3, 6, 17, 19, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
21,1,0,1,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 21)(3 19)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 6, 3, 19, 21, 2, 0], [15, 18, 4, 1], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",3
23,1,0,2,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 20)(2 23)(3 19)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 21),"[[22, 19, 3, 6, 17, 20, 1, 4, 18, 15, 21, 23, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
21,1,1,0,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 15)(3 21)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 6, 3, 21, 19, 1, 4, 18, 15, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
23,1,1,1,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 20)(3 19)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 23),"[[22, 19, 3, 6, 17, 20, 2, 0], [21, 23, 15, 18, 4, 1], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",3
25,1,1,2,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 22)(3 19)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 21)(20 25),"[[24, 21, 15, 18, 4, 1, 23, 25, 20, 17, 6, 3, 19, 22, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
23,1,2,0,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 15)(3 20)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(19 23),"[[22, 19, 23, 21, 1, 4, 18, 15, 2, 0], [20, 17, 6, 3], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",3
25,1,2,1,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 20)(3 19)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 22)(21 25),"[[24, 21, 25, 23, 1, 4, 18, 15, 22, 19, 3, 6, 17, 20, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
27,1,2,2,1,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 25)(2 22)(3 19)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 21)(20 24)(23 27),"[[26, 23, 27, 25, 1, 4, 18, 15, 21, 24, 20, 17, 6, 3, 19, 22, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
21,1,0,0,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 19)(1 3)(2 21)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20),"[[19, 21, 2, 0], [3, 6, 17, 20, 15, 18, 4, 1], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",3
23,1,0,1,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 19)(2 23)(3 21)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20),"[[22, 19, 1, 4, 18, 15, 20, 17, 6, 3, 21, 23, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
25,1,0,2,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 22)(2 25)(3 21)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20)(19 23),"[[24, 21, 3, 6, 17, 20, 15, 18, 4, 1, 22, 19, 23, 25, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
23,1,1,0,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 19)(3 23)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20),"[[22, 19, 2, 0], [21, 23, 3, 6, 17, 20, 15, 18, 4, 1], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",3
25,1,1,1,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 22)(3 21)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20)(19 25),"[[24, 21, 3, 6, 17, 20, 15, 18, 4, 1, 23, 25, 19, 22, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
27,1,1,2,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 25)(2 24)(3 21)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20)(19 23)(22 27),"[[26, 23, 19, 22, 27, 25, 1, 4, 18, 15, 20, 17, 6, 3, 21, 24, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
25,1,2,0,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 19)(3 22)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20)(21 25),"[[24, 21, 25, 23, 1, 4, 18, 15, 20, 17, 6, 3, 22, 19, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
27,1,2,1,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 25)(2 22)(3 21)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20)(19 24)(23 27),"[[26, 23, 27, 25, 1, 4, 18, 15, 20, 17, 6, 3, 21, 24, 19, 22, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
29,1,2,2,2,2,0,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 27)(2 24)(3 21)(4 18)(5 7)(6 17)(8 14)(9 11)(10 13)(12 16)(15 20)(19 23)(22 26)(25 29),"[[28, 25, 29, 27, 1, 4, 18, 15, 20, 17, 6, 3, 21, 24, 2, 0], [7, 10, 13, 16, 12, 9, 11, 14, 8, 5], [23, 26, 22, 19]]",3
17,1,0,0,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 4)(1 3)(2 7)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[4, 1, 3, 6, 15, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 2, 0]]",1
17,1,0,1,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 7)(1 4)(2 17)(3 5)(6 15)(8 14)(9 11)(10 13)(12 16),"[[7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 3, 6, 15, 17, 2, 0], [4, 1]]",2
19,1,0,2,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 7)(2 19)(3 5)(4 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[18, 15, 6, 3, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 1, 4, 17, 19, 2, 0]]",1
17,1,1,0,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 7)(1 5)(2 4)(3 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 1, 4, 2, 0], [17, 15, 6, 3]]",2
19,1,1,1,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 7)(3 5)(4 19)(6 15)(8 14)(9 11)(10 13)(12 16),"[[18, 15, 6, 3, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 2, 0], [17, 19, 4, 1]]",2
21,1,1,2,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 18)(3 5)(4 17)(6 15)(7 21)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 4, 1, 19, 21, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 3, 6, 15, 18, 2, 0]]",1
19,1,2,0,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 4)(3 7)(5 19)(6 15)(8 14)(9 11)(10 13)(12 16),"[[18, 15, 6, 3, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 19, 17, 1, 4, 2, 0]]",1
21,1,2,1,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 7)(3 5)(4 18)(6 15)(8 14)(9 11)(10 13)(12 16)(17 21),"[[20, 17, 21, 19, 1, 4, 18, 15, 6, 3, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 2, 0]]",1
23,1,2,2,0,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 18)(3 5)(4 17)(6 15)(7 20)(8 14)(9 11)(10 13)(12 16)(19 23),"[[22, 19, 23, 21, 1, 4, 17, 20, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 3, 6, 15, 18, 2, 0]]",1
17,1,0,0,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 5)(1 3)(2 17)(4 7)(6 15)(8 14)(9 11)(10 13)(12 16),"[[5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 4, 1, 3, 6, 15, 17, 2, 0]]",1
19,1,0,1,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 5)(2 19)(3 17)(4 7)(6 15)(8 14)(9 11)(10 13)(12 16),"[[18, 15, 6, 3, 17, 19, 2, 0], [5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 4, 1]]",2
21,1,0,2,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 18)(2 21)(3 17)(4 7)(5 19)(6 15)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 3, 6, 15, 18, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 19, 21, 2, 0]]",1
19,1,1,0,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 5)(3 19)(4 7)(6 15)(8 14)(9 11)(10 13)(12 16),"[[18, 15, 6, 3, 19, 17, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 2, 0]]",1
21,1,1,1,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 18)(3 17)(4 7)(5 21)(6 15)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 3, 6, 15, 18, 2, 0], [19, 21, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 4, 1]]",2
23,1,1,2,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 20)(3 17)(4 7)(5 19)(6 15)(8 14)(9 11)(10 13)(12 16)(18 23),"[[22, 19, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 4, 1, 21, 23, 18, 15, 6, 3, 17, 20, 2, 0]]",1
21,1,2,0,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 5)(3 18)(4 7)(6 15)(8 14)(9 11)(10 13)(12 16)(17 21),"[[20, 17, 21, 19, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 2, 0], [18, 15, 6, 3]]",2
23,1,2,1,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 18)(3 17)(4 7)(5 20)(6 15)(8 14)(9 11)(10 13)(12 16)(19 23),"[[22, 19, 23, 21, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 20, 17, 3, 6, 15, 18, 2, 0]]",1
25,1,2,2,1,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 20)(3 17)(4 7)(5 19)(6 15)(8 14)(9 11)(10 13)(12 16)(18 22)(21 25),"[[24, 21, 25, 23, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 19, 22, 18, 15, 6, 3, 17, 20, 2, 0]]",1
19,1,0,0,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 17)(1 3)(2 19)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16),"[[17, 19, 2, 0], [3, 6, 15, 18, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 4, 1]]",2
21,1,0,1,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 17)(2 21)(3 19)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 18, 15, 6, 3, 19, 21, 2, 0]]",1
23,1,0,2,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 20)(2 23)(3 19)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16)(17 21),"[[22, 19, 3, 6, 15, 18, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 4, 1, 20, 17, 21, 23, 2, 0]]",1
21,1,1,0,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 17)(3 21)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 2, 0], [19, 21, 3, 6, 15, 18, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 4, 1]]",2
23,1,1,1,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 20)(3 19)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16)(17 23),"[[22, 19, 3, 6, 15, 18, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 4, 1, 21, 23, 17, 20, 2, 0]]",1
25,1,1,2,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 22)(3 19)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16)(17 21)(20 25),"[[24, 21, 17, 20, 25, 23, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 18, 15, 6, 3, 19, 22, 2, 0]]",1
23,1,2,0,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 17)(3 20)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16)(19 23),"[[22, 19, 23, 21, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 18, 15, 6, 3, 20, 17, 2, 0]]",1
25,1,2,1,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 20)(3 19)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16)(17 22)(21 25),"[[24, 21, 25, 23, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 18, 15, 6, 3, 19, 22, 17, 20, 2, 0]]",1
27,1,2,2,2,0,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 25)(2 22)(3 19)(4 7)(5 18)(6 15)(8 14)(9 11)(10 13)(12 16)(17 21)(20 24)(23 27),"[[26, 23, 27, 25, 1, 4, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 18, 15, 6, 3, 19, 22, 2, 0], [21, 24, 20, 17]]",2
19,1,0,0,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 4)(1 3)(2 18)(5 17)(6 15)(7 19)(8 14)(9 11)(10 13)(12 16),"[[4, 1, 3, 6, 15, 18, 2, 0], [17, 19, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
19,1,0,1,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 4)(2 19)(3 7)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[18, 15, 6, 3, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 17, 19, 2, 0], [4, 1]]",2
21,1,0,2,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 18)(2 21)(3 7)(4 19)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 3, 6, 15, 18, 1, 4, 19, 21, 2, 0]]",1
19,1,1,0,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 7)(2 4)(3 19)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[18, 15, 6, 3, 19, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 1, 4, 2, 0]]",1
21,1,1,1,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 18)(3 7)(4 21)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 3, 6, 15, 18, 2, 0], [19, 21, 4, 1]]",2
23,1,1,2,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 20)(3 7)(4 19)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16)(18 23),"[[22, 19, 4, 1, 21, 23, 18, 15, 6, 3, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 17, 20, 2, 0]]",1
21,1,2,0,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 4)(3 18)(5 17)(6 15)(7 21)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 21, 19, 1, 4, 2, 0], [18, 15, 6, 3]]",2
23,1,2,1,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 18)(3 7)(4 20)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16)(19 23),"[[22, 19, 23, 21, 1, 4, 20, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 3, 6, 15, 18, 2, 0]]",1
25,1,2,2,0,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 20)(3 7)(4 19)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16)(18 22)(21 25),"[[24, 21, 25, 23, 1, 4, 19, 22, 18, 15, 6, 3, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 17, 20, 2, 0]]",1
19,1,0,0,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 7)(1 3)(2 19)(4 18)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 17, 19, 2, 0], [3, 6, 15, 18, 4, 1]]",2
21,1,0,1,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 7)(2 21)(3 19)(4 18)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 1, 4, 18, 15, 6, 3, 19, 21, 2, 0]]",1
23,1,0,2,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 20)(2 23)(3 19)(4 18)(5 17)(6 15)(7 21)(8 14)(9 11)(10 13)(12 16),"[[22, 19, 3, 6, 15, 18, 4, 1, 20, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 21, 23, 2, 0]]",1
21,1,1,0,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 7)(3 21)(4 18)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16),"[[20, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 2, 0], [19, 21, 3, 6, 15, 18, 4, 1]]",2
23,1,1,1,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 20)(3 19)(4 18)(5 17)(6 15)(7 23)(8 14)(9 11)(10 13)(12 16),"[[22, 19, 3, 6, 15, 18, 4, 1, 21, 23, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 17, 20, 2, 0]]",1
25,1,1,2,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 22)(3 19)(4 18)(5 17)(6 15)(7 21)(8 14)(9 11)(10 13)(12 16)(20 25),"[[24, 21, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 17, 20, 25, 23, 1, 4, 18, 15, 6, 3, 19, 22, 2, 0]]",1
23,1,2,0,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 7)(3 20)(4 18)(5 17)(6 15)(8 14)(9 11)(10 13)(12 16)(19 23),"[[22, 19, 23, 21, 1, 4, 18, 15, 6, 3, 20, 17, 5, 8, 14, 11, 9, 12, 16, 13, 10, 7, 2, 0]]",1
25,1,2,1,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 20)(3 19)(4 18)(5 17)(6 15)(7 22)(8 14)(9 11)(10 13)(12 16)(21 25),"[[24, 21, 25, 23, 1, 4, 18, 15, 6, 3, 19, 22, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5, 17, 20, 2, 0]]",1
27,1,2,2,1,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 25)(2 22)(3 19)(4 18)(5 17)(6 15)(7 21)(8 14)(9 11)(10 13)(12 16)(20 24)(23 27),"[[26, 23, 27, 25, 1, 4, 18, 15, 6, 3, 19, 22, 2, 0], [17, 20, 24, 21, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
21,1,0,0,2,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 19)(1 3)(2 21)(4 18)(5 17)(6 15)(7 20)(8 14)(9 11)(10 13)(12 16),"[[19, 21, 2, 0], [3, 6, 15, 18, 4, 1], [17, 20, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",3
23,1,0,1,2,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 19)(2 23)(3 21)(4 18)(5 17)(6 15)(7 20)(8 14)(9 11)(10 13)(12 16),"[[22, 19, 1, 4, 18, 15, 6, 3, 21, 23, 2, 0], [17, 20, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
25,1,0,2,2,1,1,0,2,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 22)(2 25)(3 21)(4 18)(5 17)(6 15)(7 20)(8 14)(9 11)(10 13)(12 16)(19 23),"[[24, 21, 3, 6, 15, 18, 4, 1, 22, 19, 23, 25, 2, 0], [17, 20, 7, 10, 13, 16, 12, 9, 11, 14, 8, 5]]",2
