leaves,x0,x1,x2,x3,bottom_permutation,top_permutation,permutation,orbits
47,4,8,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 39)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 41, 44, 47, 45, 42, 39, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",15
33,5,0,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 22)(2 25)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 19, 22, 1, 4, 6, 3, 21, 24, 27, 30, 33, 31, 28, 25, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17]]",8
35,5,1,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 25)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 29, 32, 35, 33, 30, 27, 22, 19]]",9
37,5,2,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 27)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [29, 32, 35, 37, 34, 31, 28, 25]]",10
39,5,3,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 29)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [31, 34, 37, 39, 36, 33, 30, 27]]",11
41,5,4,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 31)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [33, 36, 39, 41, 38, 35, 32, 29]]",12
43,5,5,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 33)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [35, 38, 41, 43, 40, 37, 34, 31]]",13
45,5,6,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 35)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [37, 40, 43, 45, 42, 39, 36, 33]]",14
47,5,7,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 37)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [39, 42, 45, 47, 44, 41, 38, 35]]",15
49,5,8,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 39)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [41, 44, 47, 49, 46, 43, 40, 37]]",16
35,6,0,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 22)(2 25)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 2, 0], [22, 19, 23, 26, 29, 32, 35, 33, 30, 27, 24, 21, 3, 6, 4, 1], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17]]",9
37,6,1,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 25)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 22, 19, 23, 26, 29, 32, 35, 37, 34, 31, 28, 25, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17]]",8
39,6,2,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 27)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 25, 28, 31, 34, 37, 39, 36, 33, 30, 27, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19]]",9
41,6,3,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 29)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 27, 30, 33, 36, 39, 41, 38, 35, 32, 29, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25]]",10
43,6,4,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 31)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 29, 32, 35, 38, 41, 43, 40, 37, 34, 31, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27]]",11
45,6,5,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 33)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 31, 34, 37, 40, 43, 45, 42, 39, 36, 33, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29]]",12
47,6,6,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 35)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 33, 36, 39, 42, 45, 47, 44, 41, 38, 35, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31]]",13
49,6,7,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 37)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 35, 38, 41, 44, 47, 49, 46, 43, 40, 37, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33]]",14
51,6,8,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 39)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 37, 40, 43, 46, 49, 51, 48, 45, 42, 39, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",15
37,7,0,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 22)(2 25)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 24, 21, 3, 6, 4, 1, 22, 19, 23, 26, 29, 32, 35, 37, 34, 31, 28, 25, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17]]",8
39,7,1,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 25)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 19, 22, 27, 30, 33, 36, 39, 37, 34, 31, 28, 25, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17]]",8
41,7,2,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 27)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 29, 32, 35, 38, 41, 39, 36, 33, 30, 27, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19]]",9
43,7,3,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 29)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 31, 34, 37, 40, 43, 41, 38, 35, 32, 29, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25]]",10
45,7,4,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 31)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 32, 29, 33, 36, 39, 42, 45, 43, 40, 37, 34, 31, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27]]",11
47,7,5,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 33)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 34, 31, 35, 38, 41, 44, 47, 45, 42, 39, 36, 33, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29]]",12
49,7,6,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 35)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 36, 33, 37, 40, 43, 46, 49, 47, 44, 41, 38, 35, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31]]",13
51,7,7,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 37)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 38, 35, 39, 42, 45, 48, 51, 49, 46, 43, 40, 37, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33]]",14
53,7,8,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 53),(0 52)(1 39)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53),"[[52, 49, 46, 43, 40, 37, 41, 44, 47, 50, 53, 51, 48, 45, 42, 39, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",15
39,8,0,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 22)(2 25)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 19, 22, 1, 4, 6, 3, 21, 24, 27, 30, 33, 36, 39, 37, 34, 31, 28, 25, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17]]",8
41,8,1,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 25)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 29, 32, 35, 38, 41, 39, 36, 33, 30, 27, 22, 19]]",9
43,8,2,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 27)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [29, 32, 35, 38, 41, 43, 40, 37, 34, 31, 28, 25]]",10
45,8,3,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 29)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 32, 29, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [31, 34, 37, 40, 43, 45, 42, 39, 36, 33, 30, 27]]",11
47,8,4,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 31)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 34, 31, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [33, 36, 39, 42, 45, 47, 44, 41, 38, 35, 32, 29]]",12
49,8,5,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 33)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 36, 33, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [35, 38, 41, 44, 47, 49, 46, 43, 40, 37, 34, 31]]",13
51,8,6,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 35)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 38, 35, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [37, 40, 43, 46, 49, 51, 48, 45, 42, 39, 36, 33]]",14
53,8,7,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 53),(0 52)(1 37)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53),"[[52, 49, 46, 43, 40, 37, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [39, 42, 45, 48, 51, 53, 50, 47, 44, 41, 38, 35]]",15
55,8,8,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 55),(0 54)(1 39)(2 24)(3 21)(4 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55),"[[54, 51, 48, 45, 42, 39, 1, 4, 6, 3, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 22, 19], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [41, 44, 47, 50, 53, 55, 52, 49, 46, 43, 40, 37]]",16
